ID,Age,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Overall
231139,20,Right,1,3,2,28,35,65,57,37,48,37,36,54,50,67,68,64,57,65,50,77,75,76,26,65,64,35,45,43,60,64,65,64,14,8,9,5,15,66
242915,28,Left,1,2,3,55,56,58,66,52,65,56,49,60,67,89,90,63,61,59,71,58,68,63,45,41,54,49,47,55,56,60,64,62,8,7,5,10,13,66
193251,29,Right,1,3,2,26,23,75,56,17,25,16,20,48,52,51,43,35,52,32,39,65,75,79,22,68,64,25,31,35,53,64,67,60,16,12,13,16,6,66
210148,24,Left,1,4,2,70,56,35,68,61,60,75,67,69,64,67,54,64,61,66,66,68,71,60,64,60,59,58,72,44,64,56,62,58,8,14,7,7,9,66
199909,30,Right,1,4,1,19,9,15,22,8,14,15,14,23,15,32,27,36,52,33,23,44,23,54,15,28,15,5,31,14,24,16,21,19,66,68,65,67,66,66
164581,31,Left,1,2,3,67,47,61,61,38,65,72,72,59,67,63,63,66,65,74,79,76,66,66,61,74,62,51,60,65,64,67,68,66,8,6,13,10,8,66
244197,26,Right,1,3,3,66,59,46,67,53,70,55,60,65,69,74,73,75,52,67,64,57,65,59,55,34,21,55,61,59,66,50,29,34,15,14,6,7,11,66
181733,30,Right,1,3,1,9,12,8,32,12,13,12,11,25,22,43,38,32,62,57,21,59,28,63,9,22,28,15,38,24,13,8,10,9,66,64,60,66,68,66
199398,27,Left,1,2,2,68,49,49,57,67,54,56,41,54,63,75,72,74,60,80,74,84,77,73,57,73,62,65,59,39,56,63,64,66,15,8,8,14,13,66
201958,25,Right,1,3,2,51,39,61,52,35,52,32,22,52,54,55,60,54,58,55,66,71,61,78,58,70,65,33,52,36,49,65,68,65,10,8,8,7,11,66
206054,24,Right,1,3,3,62,52,53,63,40,65,50,34,57,63,78,77,81,68,82,65,71,76,65,67,76,49,64,54,57,54,48,47,54,12,16,14,14,13,66
208614,24,Right,1,2,2,55,41,69,62,39,59,37,42,54,54,49,38,45,63,44,55,87,71,82,52,62,60,46,49,50,56,62,65,61,15,8,11,13,13,66
152038,32,Left,1,3,3,66,60,49,65,63,66,68,61,54,69,68,74,67,65,76,73,53,72,65,62,61,47,58,62,66,70,43,46,33,11,7,9,7,9,66
202215,29,Right,1,2,1,13,8,12,34,13,13,14,13,38,15,47,46,52,60,55,23,72,26,71,16,31,24,13,35,22,46,15,12,10,68,65,60,68,65,66
224487,22,Right,1,3,3,37,68,61,60,54,64,56,46,48,64,79,75,78,59,68,68,84,77,74,65,64,38,60,67,65,55,23,27,23,14,7,13,15,10,66
234727,21,Right,1,4,2,40,36,62,63,35,52,38,39,60,60,63,65,48,55,50,51,68,57,78,35,68,59,42,53,40,58,66,68,63,14,11,14,9,13,66
234983,22,Right,1,3,3,63,66,51,67,59,65,67,44,61,65,74,72,77,60,67,69,72,73,59,65,71,43,60,60,54,60,54,51,51,8,11,12,9,9,66
244967,28,Right,1,3,2,52,46,54,66,36,57,46,39,62,64,66,63,66,61,61,54,72,85,76,57,81,59,49,54,43,58,61,62,65,12,10,13,8,14,66
245480,27,Right,1,5,3,61,63,48,71,59,68,59,59,59,69,71,70,64,53,85,75,47,62,58,51,34,19,67,66,56,64,28,25,28,14,14,10,8,10,66
198377,26,Right,1,2,3,63,54,59,64,52,63,58,60,63,64,74,78,76,64,67,64,61,75,71,62,69,63,56,63,58,64,48,65,62,11,14,8,8,6,66
211433,26,Left,1,3,2,65,45,70,63,43,65,32,44,59,60,65,68,64,62,56,63,85,70,76,57,62,63,52,58,51,53,59,70,68,6,14,12,10,10,66
229865,22,Right,1,3,3,67,66,44,65,55,69,61,44,63,70,69,69,73,62,80,65,55,48,51,70,39,44,61,59,47,63,50,39,34,5,12,6,12,13,66
244969,33,Right,1,2,1,12,8,11,26,7,11,9,11,17,18,14,28,36,54,33,19,53,20,61,7,23,9,9,36,11,56,13,13,9,66,70,62,67,65,66
214250,25,Right,1,3,3,58,64,54,59,40,67,41,31,61,63,86,85,68,58,68,71,82,79,76,55,30,25,64,43,46,58,48,58,53,7,13,9,9,12,66
225258,21,Right,1,3,2,61,31,58,59,41,59,58,37,49,61,72,70,67,64,83,58,73,71,68,49,71,67,48,46,46,61,60,63,67,15,10,12,10,11,66
210667,24,Right,1,2,3,62,58,58,64,63,71,66,63,58,70,67,61,68,64,70,74,67,62,69,71,68,56,63,62,56,69,41,51,53,7,7,12,10,11,66
214507,33,Right,1,3,2,37,42,58,68,35,50,40,43,64,63,61,69,63,64,61,66,70,68,81,50,62,65,56,58,34,64,61,64,63,8,7,11,8,10,66
220139,22,Right,1,4,3,52,67,36,63,58,67,55,62,54,66,83,77,87,55,73,61,69,86,60,66,63,45,68,60,62,64,48,52,40,13,9,15,11,14,66
235755,19,Left,1,3,2,36,29,63,58,32,41,46,29,62,49,76,76,57,63,52,54,75,75,80,49,68,62,34,29,52,49,67,64,63,13,14,11,10,12,66
202988,27,Left,1,3,1,9,12,11,26,9,10,13,13,23,22,35,60,33,57,56,21,54,43,55,17,23,26,13,57,19,57,25,14,12,67,64,65,65,67,66
137708,33,Right,1,3,2,73,50,63,65,64,59,63,69,64,62,57,61,58,65,58,78,75,64,76,68,75,66,56,55,64,73,67,67,67,15,16,6,7,9,66
203500,24,Right,1,3,2,47,65,66,58,66,63,54,39,49,60,77,80,86,62,81,64,91,76,66,61,71,41,64,57,59,60,46,25,32,15,13,8,16,8,66
221932,27,Left,1,4,3,65,61,49,64,45,64,70,72,52,65,84,87,70,60,69,78,56,70,58,64,40,32,57,52,55,54,48,50,47,14,9,12,11,14,66
229868,25,Left,1,3,2,67,35,40,61,57,59,61,25,58,68,74,87,77,65,85,58,48,87,58,49,56,54,44,37,29,63,60,61,63,9,7,10,15,5,66
202989,26,Left,1,4,2,52,60,62,55,62,62,58,56,63,65,72,73,72,65,76,67,76,63,76,66,73,56,72,67,64,60,34,38,32,8,7,15,10,7,66
204269,26,Right,1,2,1,10,11,20,24,13,12,13,12,19,24,31,31,57,55,51,15,50,24,62,13,33,19,13,32,24,42,15,14,11,66,62,60,64,74,66
215533,26,Right,1,4,1,15,14,18,27,13,12,18,18,18,27,38,36,42,71,40,21,55,30,65,16,29,11,8,39,26,55,11,14,14,67,67,59,61,64,66
225261,22,Left,1,2,3,69,40,60,73,47,66,55,47,70,71,63,56,69,60,68,59,63,60,58,47,66,63,62,67,57,61,45,67,65,12,10,14,6,14,66
226541,23,Right,1,3,2,42,48,53,70,48,52,58,51,66,64,69,74,75,55,71,59,74,64,58,55,66,65,42,66,55,56,68,66,60,8,8,11,12,11,66
230125,21,Right,1,3,3,66,58,54,64,46,64,57,45,59,63,80,81,70,56,72,66,66,62,58,43,60,31,60,64,53,58,32,53,56,13,11,9,12,10,66
232685,34,Right,1,3,2,49,24,65,40,21,23,26,23,42,42,52,45,75,52,56,34,82,89,78,22,62,66,34,35,36,57,66,70,69,11,8,10,8,7,66
241389,19,Left,1,4,3,65,56,39,60,57,72,56,52,56,60,81,81,77,72,90,63,53,56,34,44,32,30,59,55,57,48,34,27,34,11,9,6,10,11,66
244973,17,Right,1,4,3,63,45,59,69,60,68,62,61,70,66,73,67,59,66,65,66,67,72,64,63,48,44,57,66,55,62,39,44,29,14,14,6,8,7,66
53741,31,Left,1,2,3,67,59,30,64,51,65,64,63,60,64,76,78,82,61,79,52,78,66,57,54,40,34,60,62,59,55,32,35,24,8,12,8,14,8,66
212718,27,Right,1,4,3,61,55,58,69,62,64,74,67,64,69,60,62,59,65,59,71,49,62,70,69,64,56,62,63,67,65,60,59,57,7,8,11,12,13,66
155886,30,Right,1,3,1,19,15,19,28,17,17,11,15,34,18,46,34,47,70,41,19,62,34,62,16,33,16,6,45,18,42,22,15,13,66,63,70,64,62,66
221934,25,Left,1,3,3,63,63,42,68,55,72,46,41,66,69,76,75,72,56,85,63,68,78,58,51,68,59,66,67,44,68,55,39,37,13,7,13,9,6,66
165870,34,Right,2,3,2,57,39,67,63,44,34,44,41,62,54,58,47,50,64,67,66,65,41,66,65,69,63,26,65,44,62,66,66,65,11,11,10,13,9,66
234222,19,Right,1,3,2,48,65,59,61,64,62,72,56,54,65,82,78,74,67,79,59,62,64,65,58,42,29,70,63,64,57,31,19,12,13,10,12,10,10,66
239342,21,Right,1,3,1,11,8,13,23,6,10,14,13,26,20,35,33,40,68,50,21,68,21,65,7,30,14,8,37,16,58,13,11,10,69,59,62,63,70,66
208111,24,Right,1,3,2,63,40,60,62,35,59,59,35,62,61,67,75,64,65,61,58,63,78,71,34,67,68,56,53,39,60,67,63,59,9,10,14,7,11,66
211439,30,Right,1,3,3,56,68,63,64,65,64,33,29,31,64,73,70,51,50,48,72,71,60,80,60,69,29,58,43,57,62,44,34,23,15,8,14,14,6,66
216047,32,Right,1,2,3,62,56,44,57,48,66,49,40,48,66,82,84,82,64,75,55,64,82,62,61,46,27,69,59,53,64,25,15,17,14,9,11,7,11,66
223727,25,Right,1,3,1,14,13,20,37,17,19,15,12,34,38,51,50,47,61,42,18,63,30,64,16,19,23,15,44,30,44,15,12,20,67,64,67,64,68,66
228591,22,Right,1,2,2,64,37,60,64,34,58,38,31,56,67,70,72,58,53,76,46,70,65,70,37,48,62,38,40,40,47,65,71,68,8,10,6,15,11,66
188399,31,Left,1,2,3,67,37,54,66,31,68,48,43,52,66,71,69,66,64,68,43,73,62,66,30,58,63,56,68,43,72,66,64,64,11,9,7,9,14,66
148720,32,Right,1,3,2,40,35,47,66,44,53,58,49,63,65,53,51,67,67,70,65,75,67,72,56,70,68,47,57,45,67,59,64,61,15,15,16,7,10,66
157168,34,Left,1,3,2,63,53,45,67,47,56,72,64,59,58,68,64,69,64,79,59,71,73,61,62,68,69,59,57,70,77,72,65,62,8,12,9,6,10,66
231408,19,Right,1,4,3,48,64,64,56,50,76,53,34,41,68,88,89,78,57,73,66,65,63,67,56,30,16,61,53,78,55,22,17,23,6,12,11,8,9,66
231664,26,Right,1,2,1,9,9,12,24,6,5,9,10,25,18,38,35,40,64,47,22,60,33,42,7,22,9,6,35,15,43,23,21,20,70,60,64,60,71,66
176368,32,Right,1,3,2,57,59,60,60,55,63,52,60,62,61,69,68,66,66,63,55,62,81,61,64,68,63,66,62,56,67,60,65,65,7,12,9,6,9,66
242672,25,Right,1,3,2,41,30,68,57,36,37,32,29,60,50,67,73,43,61,39,38,44,63,79,29,67,64,26,30,37,67,62,67,63,12,5,11,10,7,66
244208,22,Right,1,4,3,58,64,32,60,68,71,62,60,56,67,75,72,74,67,71,58,58,52,51,57,52,26,65,62,65,60,20,33,18,10,6,13,5,6,66
244464,23,Right,1,3,3,71,67,58,62,54,72,48,40,59,72,79,78,77,58,71,62,62,71,56,62,44,33,66,51,62,64,21,41,24,9,13,13,12,14,66
192496,26,Right,1,2,2,47,30,66,57,37,40,36,30,53,49,64,56,44,58,47,57,80,69,77,34,63,67,30,42,40,54,66,67,62,7,14,14,9,12,66
211953,28,Right,1,3,1,10,9,14,23,11,17,12,12,21,16,37,41,38,64,43,18,68,36,53,12,30,14,8,31,19,43,10,9,15,65,62,60,68,69,66
229873,20,Right,1,3,2,65,42,63,62,40,61,58,31,60,63,72,76,72,64,61,48,66,72,73,34,55,63,41,49,40,52,61,65,62,7,10,10,10,14,66
232177,27,Right,1,3,3,52,65,62,62,51,64,49,40,54,66,74,77,71,58,65,56,63,56,85,55,63,34,65,63,54,67,44,32,29,8,7,10,14,6,66
233457,24,Right,1,2,3,61,55,44,65,33,63,38,39,58,63,80,83,81,66,75,48,61,86,70,45,75,59,58,59,41,59,63,66,65,5,12,9,10,12,66
236273,23,Right,1,3,3,63,53,45,64,43,66,54,35,60,67,80,80,79,59,75,57,64,81,63,57,59,60,66,58,38,64,63,64,61,5,10,13,11,14,66
240625,24,Right,1,4,3,46,66,62,59,63,63,61,57,47,67,67,67,59,63,67,68,70,71,70,70,35,23,64,52,61,57,16,17,16,12,15,11,6,8,66
242673,24,Right,1,4,3,58,62,59,68,52,65,63,68,70,68,63,64,58,65,63,67,54,63,67,59,59,43,59,68,58,66,59,44,35,11,8,6,12,13,66
228082,20,Left,1,3,3,57,41,49,72,47,66,46,39,65,72,69,68,75,66,74,56,70,67,63,37,60,62,47,62,55,54,64,63,61,10,11,10,9,11,66
229362,25,Right,1,3,2,31,31,64,61,38,50,40,47,58,54,52,56,44,55,52,72,76,63,86,62,56,62,21,43,41,60,60,68,66,7,10,5,14,11,66
232946,27,Right,1,4,3,61,70,68,71,54,66,43,37,64,65,61,66,82,60,72,70,84,60,65,63,61,55,70,67,46,50,39,27,23,12,7,13,8,10,66
172786,29,Right,1,3,3,59,44,51,70,54,65,73,66,62,71,69,69,65,71,67,63,70,77,65,71,47,42,63,66,59,50,31,51,46,13,16,13,6,7,66
191218,32,Right,1,2,2,17,30,61,54,46,42,40,32,49,50,39,43,32,59,45,52,68,62,82,43,79,64,27,50,39,49,66,65,62,8,13,6,12,8,66
208371,27,Left,1,2,3,64,40,32,73,38,66,65,64,65,69,74,69,81,68,90,81,76,69,54,59,66,64,57,62,50,65,56,57,55,8,15,14,9,8,66
211955,26,Right,1,3,2,26,37,53,67,29,53,26,28,62,61,61,61,62,65,64,54,73,76,77,58,70,63,27,59,34,57,64,64,67,8,11,13,7,14,66
216051,33,Right,1,4,3,56,67,53,62,61,73,62,68,59,71,84,78,92,63,88,70,76,65,34,65,50,29,62,60,71,71,25,29,27,11,15,9,12,14,66
164339,33,Right,1,2,2,52,65,74,57,65,56,55,40,57,58,63,65,63,65,64,70,77,47,74,56,79,26,64,55,58,66,45,34,27,7,8,9,7,11,66
238067,18,Left,1,3,3,39,57,59,67,39,64,54,51,64,69,64,62,46,63,62,59,46,68,61,61,60,54,66,69,49,58,56,54,40,8,11,11,13,5,66
215028,29,Right,1,3,3,57,47,54,67,56,64,55,51,64,65,66,70,66,68,61,67,62,72,64,62,72,69,68,57,56,53,69,64,60,13,10,6,6,14,66
243956,26,Right,1,2,2,61,38,55,69,34,69,41,39,68,68,58,55,59,67,56,44,58,60,64,41,68,63,41,65,41,65,60,63,58,11,7,8,6,9,66
192500,26,Right,1,2,1,12,11,13,20,13,12,11,11,23,16,29,23,59,63,68,34,63,40,72,11,16,28,16,57,14,47,9,16,17,67,62,61,64,67,66
238069,21,Right,1,3,2,60,39,51,69,36,61,35,36,60,64,73,67,69,60,71,28,70,73,65,29,66,71,56,47,46,59,62,63,65,12,6,7,8,7,66
112373,35,Right,1,3,1,10,10,14,26,10,11,12,9,24,18,34,36,43,55,42,19,51,30,59,11,23,15,9,27,13,54,12,12,13,65,64,61,69,67,66
245237,19,Right,1,3,3,42,56,43,67,33,67,34,42,66,68,67,68,72,68,70,61,55,73,67,63,64,58,61,61,50,70,55,65,62,11,7,7,11,11,66
188405,32,Right,1,3,3,66,62,65,68,70,67,73,71,65,68,68,68,69,60,70,68,63,60,75,66,61,43,60,63,68,66,33,32,18,11,14,11,7,16,66
188917,26,Left,1,2,2,54,51,54,64,53,59,54,60,61,61,90,92,73,63,65,65,71,79,73,53,67,66,57,54,46,60,64,66,65,8,12,16,10,6,66
210422,27,Right,1,3,1,13,18,12,26,15,14,16,17,24,26,30,44,38,56,58,25,55,34,54,14,21,18,15,14,23,27,18,12,13,68,66,66,68,63,66
211702,27,Right,1,2,2,29,22,67,64,18,34,21,22,54,39,46,55,43,64,52,41,65,60,80,18,67,63,49,47,31,61,65,67,63,8,9,9,15,14,66
223222,32,Right,1,3,2,55,24,65,61,27,32,22,36,60,42,66,67,63,63,77,66,67,65,69,37,74,65,29,49,39,66,66,65,64,12,16,10,10,10,66
241910,26,Left,1,3,2,42,21,56,60,26,57,35,49,64,62,59,53,48,64,60,37,68,66,83,26,75,62,47,53,27,60,66,65,59,11,7,9,13,10,66
189942,28,Right,1,3,2,25,22,64,50,12,40,17,19,47,52,54,58,60,61,32,20,70,68,84,16,67,65,13,19,15,61,62,68,63,9,5,15,6,14,66
198135,28,Right,1,3,2,36,43,62,63,39,58,33,60,66,58,50,64,43,57,40,67,71,70,79,55,70,65,32,57,44,62,62,63,65,13,15,8,6,14,66
227575,27,Right,1,4,3,58,66,59,61,58,66,48,31,49,61,85,89,72,59,70,66,77,74,69,59,51,20,63,55,64,53,14,34,23,15,11,16,7,14,66
232439,22,Right,1,3,3,65,52,62,65,54,64,57,50,63,66,68,73,61,63,66,63,64,74,58,62,64,63,60,63,57,59,66,61,61,11,7,8,13,9,66
233463,25,Right,1,3,2,52,69,63,53,49,62,58,32,43,60,72,75,58,62,64,67,68,66,61,59,45,18,68,54,66,62,22,21,20,12,13,11,7,8,66
234231,23,Right,1,3,2,32,29,59,58,35,45,54,33,55,49,68,70,68,58,65,45,82,58,80,35,63,61,33,37,43,57,67,64,65,6,12,7,10,9,66
239351,21,Right,1,3,3,53,49,51,69,38,68,63,42,64,69,67,53,67,67,68,53,70,78,64,52,49,58,53,68,45,49,59,54,52,9,13,7,5,11,66
200952,29,Right,1,4,3,65,62,52,58,62,67,62,52,57,67,90,90,81,63,80,68,74,78,45,63,58,48,61,64,50,63,39,21,13,12,11,7,9,13,66
227832,22,Right,1,3,2,38,23,60,53,30,53,38,36,38,54,69,71,61,59,47,48,81,68,73,30,68,65,30,36,44,64,58,70,68,7,10,16,9,10,66
183544,24,Left,1,3,3,60,68,45,62,66,65,72,60,60,67,63,61,71,60,75,73,47,63,58,74,62,26,63,70,68,62,33,19,14,6,4,8,5,3,66
200953,27,Right,1,3,3,66,60,52,63,59,66,72,67,53,64,80,80,72,61,71,72,68,70,67,65,74,33,62,62,65,66,35,41,63,14,14,8,7,6,66
209401,23,Right,1,3,3,62,30,63,59,35,67,48,37,53,64,74,82,70,57,78,56,63,72,62,31,76,63,67,53,41,50,59,61,65,9,15,6,15,7,66
225273,21,Right,1,3,3,64,58,57,66,56,66,60,51,55,68,79,84,72,64,75,61,73,79,70,57,62,49,63,57,40,63,60,63,61,10,11,10,11,15,66
177657,31,Left,1,4,2,59,34,68,61,54,52,51,35,59,55,74,76,73,62,66,68,76,67,75,42,66,65,44,47,53,66,60,65,60,15,6,13,8,6,66
200954,25,Right,1,3,3,56,67,61,62,66,63,58,57,48,65,68,71,69,66,62,68,52,70,62,58,53,32,67,53,58,58,24,27,30,14,15,8,14,13,66
201978,24,Right,1,4,2,42,64,70,64,65,60,52,43,33,64,65,67,65,67,50,59,65,72,77,58,63,26,69,56,56,66,44,37,24,14,10,10,10,7,66
206074,24,Right,1,2,2,28,13,64,48,17,41,23,22,40,50,50,67,50,59,59,29,74,53,75,15,60,65,21,18,30,62,64,71,68,8,8,7,14,10,66
212986,26,Left,1,2,3,45,64,67,63,58,66,51,39,52,67,67,64,38,64,59,65,67,72,76,58,46,22,64,54,53,58,27,28,22,10,12,10,10,12,66
246010,22,Right,1,2,1,21,10,26,30,11,14,25,24,32,18,45,44,61,59,50,25,60,37,65,27,22,22,14,35,24,36,11,12,11,65,68,60,65,67,66
187898,28,Right,1,3,3,65,62,55,66,65,64,64,41,55,67,77,77,79,63,76,69,75,52,64,65,71,15,64,61,52,63,40,22,21,11,12,15,10,13,66
211195,24,Left,1,2,2,63,29,54,61,49,59,40,39,62,58,70,68,65,63,52,41,66,93,66,34,73,64,58,50,44,64,59,62,64,6,6,9,15,7,66
227835,21,Right,1,3,3,52,48,20,70,58,72,63,54,69,71,76,62,92,64,83,60,59,66,28,49,64,59,53,72,48,58,55,42,40,10,7,15,8,12,66
233467,25,Left,1,4,4,56,57,34,63,57,67,56,42,48,69,82,79,78,58,70,68,34,68,49,62,45,37,66,60,58,61,32,39,23,9,7,13,14,11,66
244731,19,Right,1,4,2,32,71,63,62,51,56,36,34,27,59,70,69,55,70,73,62,71,53,45,67,33,13,73,45,57,46,15,16,16,10,11,14,9,14,66
246011,21,Right,1,2,3,65,66,55,66,61,68,48,49,60,66,72,75,61,51,66,64,60,70,60,61,45,45,61,54,62,57,40,59,45,11,6,12,7,6,66
212988,25,Right,1,3,3,53,39,59,68,43,64,35,40,63,64,69,66,58,63,37,59,62,75,78,40,65,65,53,58,45,58,63,61,55,11,11,14,14,6,66
215036,22,Right,1,3,2,54,41,54,71,39,57,49,45,63,67,64,72,71,61,78,62,74,73,71,45,48,62,59,72,58,56,57,61,58,8,9,10,8,8,66
220156,24,Right,1,3,2,35,70,73,52,71,65,27,27,50,60,50,53,56,60,50,70,71,67,82,60,55,27,66,57,56,59,27,17,16,16,8,15,6,10,66
158716,32,Right,1,3,2,62,66,75,64,63,62,60,53,58,62,55,57,61,72,59,63,81,84,71,53,65,67,68,63,55,61,50,66,60,14,13,7,14,14,66
226044,23,Right,1,4,3,52,70,54,57,63,74,57,41,53,72,71,73,79,63,91,62,75,80,33,59,26,17,70,56,67,64,19,24,23,13,11,11,7,9,66
228348,25,Right,1,5,2,65,57,60,57,54,64,53,51,53,59,74,84,77,61,63,78,73,74,69,58,65,58,58,56,52,63,65,63,63,13,7,12,8,9,66
234748,24,Right,1,2,1,11,16,15,19,17,11,11,15,17,20,28,30,36,63,25,19,30,30,62,15,26,22,17,59,16,54,12,13,14,64,61,60,67,68,66
200957,24,Right,1,4,3,60,59,56,63,58,67,58,59,57,65,78,77,73,59,77,66,53,76,66,62,53,28,61,60,55,63,49,46,43,7,9,10,16,12,66
207613,27,Right,1,3,3,47,54,49,66,54,66,71,69,63,68,66,71,74,64,86,65,56,74,56,55,76,53,66,65,60,60,64,66,61,14,7,10,8,14,66
210941,24,Right,1,3,1,14,19,16,30,15,16,12,15,24,21,45,46,61,64,55,16,53,22,60,19,24,22,13,43,24,60,15,18,14,66,64,64,64,68,66
211453,29,Right,1,2,3,51,66,70,52,52,64,46,32,34,68,66,68,55,52,58,69,73,60,75,56,57,20,65,49,73,60,40,17,16,11,11,10,14,12,66
219133,25,Left,1,3,3,57,48,56,61,39,66,61,29,55,63,89,83,69,61,71,71,67,84,73,59,54,57,60,57,34,65,63,63,60,7,6,11,7,8,66
232189,21,Right,1,2,2,34,33,58,62,37,48,25,27,53,62,58,64,56,56,53,52,71,49,71,27,62,65,26,33,41,55,71,65,63,13,14,11,8,5,66
239357,24,Right,1,3,3,62,56,51,65,52,68,54,42,52,66,82,85,62,57,54,63,38,66,67,58,32,55,62,54,52,49,52,49,39,14,12,6,8,14,66
243197,27,Right,1,3,1,10,7,13,16,8,13,13,13,19,10,28,32,41,64,41,23,68,19,62,8,17,7,5,33,14,27,11,10,13,65,63,60,64,70,66
205054,26,Left,1,3,3,68,63,64,60,45,65,68,74,61,64,77,75,75,59,85,73,72,71,74,71,63,25,52,64,59,61,46,50,51,9,12,6,10,7,66
208638,25,Right,1,3,2,68,38,58,61,41,46,43,44,52,59,68,75,70,58,75,64,71,63,70,36,74,69,44,54,41,58,55,69,66,14,10,12,12,9,66
214270,28,Right,1,3,2,29,67,72,59,63,59,58,59,58,64,67,62,63,62,55,64,87,88,74,58,50,28,68,43,63,61,32,23,20,13,15,15,16,14,66
229118,23,Right,1,3,3,59,51,38,67,50,63,58,43,65,66,66,64,67,66,70,65,64,71,66,50,72,67,57,64,38,64,65,69,68,5,15,7,15,9,66
233470,25,Right,1,2,3,67,68,59,63,53,64,42,43,65,70,52,64,37,66,68,70,66,63,61,59,45,16,69,60,62,54,51,16,10,13,10,9,5,13,66
241406,22,Right,1,3,3,62,30,64,70,31,69,59,58,68,68,71,69,66,63,56,65,64,78,66,55,72,63,52,58,63,55,63,64,63,5,12,9,7,9,66
53502,35,Left,1,2,2,61,54,39,67,59,58,66,64,64,63,30,30,60,68,68,64,68,71,70,62,82,72,61,71,59,73,55,49,54,16,14,7,10,6,66
224511,24,Right,1,3,2,64,33,61,54,31,61,41,46,36,64,72,73,74,63,77,35,90,70,57,37,62,64,54,45,55,52,65,68,69,10,7,15,11,6,66
232191,28,Right,1,3,1,10,18,13,25,17,11,12,14,15,18,33,23,36,63,35,20,41,26,64,16,16,21,18,57,16,61,12,10,12,65,65,63,65,65,66
234239,21,Left,1,3,3,58,63,32,65,48,66,78,67,64,67,82,81,90,60,87,67,62,58,46,65,60,40,59,61,51,55,32,36,34,13,7,5,9,15,66
237823,19,Right,1,3,3,45,62,56,56,64,81,41,32,40,71,91,90,80,55,85,62,69,66,50,49,33,17,60,55,58,52,51,24,15,12,12,9,8,7,66
243968,24,Right,1,3,3,56,67,52,65,59,71,63,64,58,66,75,72,73,55,72,70,71,58,57,68,42,27,62,58,63,61,30,28,29,14,5,13,10,11,65
186112,28,Right,1,2,2,46,63,61,48,56,56,51,34,46,56,74,77,62,65,61,64,71,76,92,52,70,29,66,56,70,58,37,33,31,12,15,6,14,16,65
200449,32,Right,1,3,2,32,39,64,62,27,54,32,29,53,59,69,69,30,57,51,43,65,67,87,27,58,58,45,47,43,63,59,66,63,11,12,10,16,10,65
221441,25,Right,1,3,3,61,59,44,63,54,68,59,48,58,66,76,75,79,60,81,64,57,61,45,60,46,25,63,52,59,61,33,40,43,15,14,15,6,7,65
227329,21,Left,1,3,2,64,55,55,68,38,69,52,51,66,72,75,70,73,58,62,49,56,46,48,56,42,29,57,55,56,46,35,24,23,10,15,7,8,11,65
236545,28,Right,1,2,3,68,28,51,64,22,67,40,34,39,68,79,74,78,59,75,24,63,62,55,51,51,66,68,68,36,62,60,64,60,7,10,9,11,5,65
188417,32,Right,1,4,3,62,54,68,68,62,69,70,65,65,69,66,67,66,63,56,68,63,66,58,60,59,55,62,63,59,65,45,53,46,8,8,6,11,13,65
225282,22,Right,1,2,1,16,19,17,25,17,15,14,18,25,15,47,48,36,63,54,24,61,27,67,14,26,21,15,28,21,43,20,21,14,65,62,59,64,67,65
235266,18,Left,1,2,1,10,11,11,29,9,13,15,14,25,17,25,23,26,49,23,29,40,19,63,8,26,11,6,23,13,22,16,10,13,68,65,66,64,68,65
244482,23,Right,1,3,2,58,32,59,53,32,61,51,48,46,58,80,82,65,59,66,61,68,70,72,49,57,55,41,46,44,54,65,65,66,14,9,8,8,6,65
207619,27,Right,1,3,2,47,56,62,69,30,61,50,33,55,66,76,71,73,64,70,45,67,69,74,43,72,65,54,55,44,61,60,61,60,14,16,6,10,9,65
156675,31,Left,1,2,2,58,15,71,66,30,60,34,52,57,60,36,55,46,59,65,42,78,79,78,13,67,69,25,39,38,64,67,67,65,8,15,12,11,10,65
228867,22,Right,1,2,2,42,38,72,68,40,55,43,42,68,74,50,37,53,52,72,65,75,71,77,55,60,52,41,50,51,59,55,71,61,16,10,7,15,12,65
229891,20,Right,1,3,2,61,54,57,61,52,61,58,28,58,63,69,69,78,58,79,59,82,78,70,55,79,62,57,55,49,62,62,65,63,7,13,8,7,7,65
232195,26,Right,1,2,2,59,62,55,67,36,58,41,31,65,65,74,65,68,62,74,64,66,77,64,33,70,58,60,64,47,64,66,62,57,13,5,6,8,11,65
239363,21,Right,1,3,2,32,25,63,52,31,35,36,31,44,44,59,54,48,51,62,43,69,63,65,27,64,66,25,31,40,60,69,67,69,12,7,15,15,7,65
246275,20,Right,1,4,4,64,61,44,65,35,68,40,42,61,70,68,70,52,58,58,52,48,54,55,32,25,19,62,60,51,43,20,21,22,9,14,6,9,11,65
221700,26,Right,1,3,1,17,16,15,28,18,12,15,18,43,16,43,41,48,59,45,22,61,24,72,14,26,16,11,23,25,67,16,16,13,68,57,65,63,71,65
